id,name,alcohol_by_volume,age,distillery_id,bottler_id,type_id
412,Barrell Bourbon Batch 027,57.85,5 Years,62,23,3
413,Droptine 12 Point Bourbon,46.00,NAS,60,104,3
414,Knob Creek Rye,50.00,NAS,5,27,8
415,WhistlePig 12yr Old World Rye,43.00,12 Years,42,351,8
416,WhistlePig 15yr Estate Oak Rye,46.00,15 Years,1,351,8
417,Redbreast 27yr Ruby Port Cask,53.50,27 Years,43,270,11
418,Bruichladdich Port Charlotte MRC:01,59.20,NAS,8,50,9
419,Old Fourth Distillery Bottled in Bond Bourbon,50.00,NAS,42,247,3
420,New Riff Straight Rye,50.00,4 Years,44,235,8
421,New Riff Single Barrel Bourbon,53.35,4 Years,44,235,3
422,New Riff Straight Bottled in Bond Bourbon,50.00,4 Years,44,235,3
423,Knob Creek 12yr Bourbon,50.00,12 Years,5,27,3
424,Treaty Oak Red Handed,47.50,2 Years,60,335,3
425,Blue Note Bourbon,46.50,3 Years,113,17,3
426,1792 Bottled in Bond,50.00,NAS,4,25,3
427,Longbranch Bourbon,43.00,NAS,64,354,3
428,Riverset Rye,46.50,4 Years,113,17,8
429,Tincup Rye,45.00,3 Years,42,328,8
430,Chicken Cock Whiskey Straight Rye,45.00,NAS,114,144,8
431,Jack Daniel’s Gentleman Jack,40.00,NAS,33,175,3
432,Jim Beam Devils Cut,45.00,NAS,115,182,3
433,Macallan Edition 6,48.60,NAS,39,215,9
434,Wheel Horse Bourbon,50.50,2 Years,116,349,3
435,Barrell Craft Spirits New Year 2021 Bourbon,56.95,5 Years,60,24,3
436,Bardstown Bourbon Company Discovery Series #2,61.10,10 Years,60,22,3
437,Treaty Oak Schenley Reserve Rye,50.00,10 Years,60,335,8
438,Wheel Horse Rye,50.10,2 Years,117,349,8
439,Treaty Oak Ghost Hill Bourbon,47.50,18 Months,118,335,3
440,Chattanooga Rye,49.50,3 Years,14,74,8
441,Aberfeldy 12yr,40.00,12 Years,119,3,9
442,Woodford Reserve Malt Whiskey,45.20,NAS,66,360,1
443,Woodford Reserve Wheat Whiskey,45.20,NAS,66,360,1
444,Chattanooga 91,45.50,2 Years,13,73,3
445,Jack Daniel’s Single Barrel Barrel Proof Rye,,NAS,33,175,8
446,Johnnie Walker 18yr,40.00,18 Years,62,184,9
447,Bulleit Barrel Strength,,NAS,60,55,3
448,Macallan 25yr,43.00,25 Years,39,215,9
449,Penelope Bourbon Rose Cask Finish,47.00,2 Years,42,255,3
450,Russell’s Reserve Single Barrel Bourbon Total Wine Selection,55.00,8 Years,64,354,3
451,Four Roses Small Batch,45.00,NAS,22,123,3
452,Maker’s Mark 101 Limited Edition,50.50,NAS,40,217,3
453,Barrell Dovetail,61.45,NAS,60,23,3
454,Chicken Cock Kentucky Straight Bourbon Whiskey,45.00,NAS,60,77,3
455,Chicken Cock Whiskey 15yr Limited Edition,57.00,15 Years,60,76,3
456,Barrell Rye Batch 003,58.35,4 Years,60,24,8
457,Michter’s 10yr Rye,46.40,10 Years,60,224,8
458,Mic Drop Rye,54.00,4 Years,109,258,8
459,Wild Turkey Masters Keep Decades,52.00,10 Years,64,354,3
460,Knob Creek 15yr Limited Edition,50.00,15 Years,5,27,3
461,Maker’s Mark 2020 Limited Release SE4 x PR5,55.40,NAS,40,217,3
462,PM Spirits Project 24yr Arran,46.80,23 Years,3,258,9
463,Fistful of Bourbon,45.00,2 Years,60,358,3
464,Barrell Craft Spirits Armida,55.05,NAS,60,24,3
465,Old Forester Statesman,47.50,NAS,74,48,3
466,Wild Turkey Masters Keep 17yr Bottled in Bond,50.00,17 Years,64,354,3
467,Laphroaig Cairdeas 2020 Port and Red Wine Casks,56.00,NAS,37,206,9
468,Elijah Craig 12yr Barrel Proof Batch C920,66.40,12 Years,28,152,3
469,Jeffersons Ocean Cask Strength,56.00,NAS,60,180,3
470,Bakers 13yr Limited Edition,53.50,13 Years,5,27,3
471,Ardbeg Wee Beastie,47.40,5 Years,121,13,9
472,Angel’s Envy,43.30,NAS,60,12,3
473,Jeffersons Very Small Batch Bourbon,41.15,NAS,60,181,3
474,Barrell Bourbon Batch 024,56.95,9 Years,60,23,3
475,Glenmorangie: A Tale of Cake,46.00,NAS,27,139,9
476,Weller Full Proof,57.00,NAS,9,52,3
477,Larceny Barrel Proof Batch C920,61.20,NAS,28,152,3
478,Four Roses Small Batch Limited Edition 2014,55.90,9 Years,22,123,3
479,Colonel E.H. Taylor Warehouse C Tornado Surviving,50.00,NAS,9,52,3
480,Colonel E.H. Taylor Cured Oak,50.00,17 Years,9,52,3
481,Colonel E.H. Taylor Seasoned Wood,50.00,NAS,9,52,3
482,Colonel E.H. Taylor Four Grain,50.00,12 Years,9,52,3
483,Colonel E.H. Taylor 18yr Marriage,50.00,18 Years,9,52,3
484,Maker’s Mark Cask Strength Batch 20-03,54.90,NAS,40,217,3
485,Maker’s Mark Cask Strength Batch 20-01,55.05,NAS,40,217,3
486,Parkers Heritage Collection Release #14 – Heavy Char Bourbon Whiskey,60.00,10 Years,28,152,3
487,Courage & Conviction American Single Malt Whiskey,46.00,3 Years,122,342,1
488,Knob Creek Single Barrel Reserve,60.00,9 Years,5,27,3
489,Still Austin The Musician,49.20,NAS,52,302,3
490,The Six Isles,43.00,NAS,62,169,9
491,Glenallachie 12yr Single Cask 2008 #1853 Ruby Port Pipe,53.90,12 Years,23,130,9
492,Smokehead Sherry Bomb,48.00,NAS,60,287,9
493,Maker’s Mark Cask Strength Batch 20-02,55.20,NAS,40,217,3
494,Smokehead High Voltage,58.00,NAS,60,287,9
495,Elijah Craig Toasted Barrel,47.00,NAS,28,152,3
496,Kentucky Owl Dry State,57.50,NAS,60,193,3
497,Old Fitzgerald 15yr Bottled in Bond 2004,50.00,15 Years,28,152,3
498,Smokehead,43.00,NAS,60,287,9
499,W. L. Weller Single Barrel,48.50,NAS,9,52,3
500,Spey Fumare,46.00,NAS,62,293,9
501,Old Fitzgerald 14yr Bottled in Bond 2005,50.00,14 Years,28,152,3
502,Daviess County French Oak Finished Bourbon,48.00,4 Years,28,211,3
503,Daviess County Straight Bourbon,48.00,4 Years,28,211,3
504,Daviess County Cabernet Finished Bourbon,48.00,4 Years,28,211,3
505,Hooten & Young 12yr American Whiskey,46.00,12 Years,42,164,3
506,Traverse City Whiskey Company American Cherry Whiskey,35.00,NAS,123,334,3
507,Traverse City Whiskey Company Barrel Proof Bourbon,58.30,4 Years,123,334,3
508,Traverse City Whiskey Company Straight Bourbon,43.00,NAS,123,334,3
509,Traverse City Whiskey Company Barrel Proof Cherry Whiskey,55.10,NAS,123,334,3
510,Nikka From The Barrel,51.40,NAS,124,236,11
511,Blanton’s Single Barrel Bourbon Street Wine and Spirits Selection,46.50,NAS,9,52,3
512,Old Fitzgerald 9yr Bottled In Bond 2011,50.00,9 Years,28,152,3
513,Longrow 11yr Single Cask 2007 First Fill Sauternes,56.60,11 Years,50,296,9
514,Larceny Barrel Proof Batch A120,61.60,NAS,28,152,3
515,Smooth Ambler Old Scout Austin Bourbon Hunters Selection,,5 Years,42,288,3
516,The Presidents Choice Kentucky Straight Bourbon Whiskey,58.15,9 Years,74,245,3
517,Baker’s 7 Year Single Barrel,53.50,7 Years,5,27,3
518,Rua American Single Malt Whiskey,46.00,NAS,125,148,1
519,Kentucky Par 12yr Bourbon,50.00,12 Years,4,194,3
520,Nelson’s Green Brier Tennessee Whiskey,45.50,NAS,126,231,3
521,Driftless Glen Single Barrel Rye Colorado Bourbon & Rye Collectors Selection,59.30,3 Years,18,103,8
522,Driftless Glen Single Barrel Rye Mythical Hydration Selection,62.10,4 Years,18,103,8
523,Wild Turkey Kentucky Spirit Raised by Wolves Selection,50.50,NAS,64,354,3
524,Bull Run Oregon Pinot Finish B&B Selection,62.67,13 Years,42,53,3
525,Tullibardine 11yr SMWS 28.43 “Muscle-toned Heft and Punch”,59.60,11 Years,127,289,9
526,Glen Ord 11yr SMWS 77.59 “Making Marmalade”,60.20,11 Years,128,289,9
527,Spirits of French Lick Lee W. Sinclair 4-Grain Whiskey Seelbachs Selection,56.35,NAS,129,295,3
528,Aberlour 16yr SMWS 54.78 “Sugarcane Flowers in Speyside”,60.40,16 Years,130,289,9
529,Old 55 100% Sweet Corn Bourbon,40.00,NAS,131,241,3
530,Auchroisk 10yr SMWS 95.31 “Slivovitz rumtopf and Black Forest gateau”,58.60,10 Years,132,289,9
531,Chattanooga Whiskey Experimental Batch #76 Limited Edition Single Barrel,60.85,4 Years,13,73,3
532,Scotch Malt Whisky Society Big Swirl Blended Batch 07,50.00,10 Years,62,289,9
533,Chattanooga Whiskey Experimental Batch #12,51.00,NAS,13,73,3
534,Glenturret 9yr SMWS 16.42 “Top Notes of Covfefe”,63.70,9 Years,133,289,9
535,Chattanooga Whiskey Experimental Batch #14,51.00,NAS,13,73,3
536,Craigellachie 8yr SMWS 44.116 “Pirate Ship in a Storm”,68.20,8 Years,134,289,9
537,Belle Meade Black Belle 2019 Release,47.50,NAS,42,231,3
538,Old Weller Antique 7yr Single Barrel #109 NCF,53.50,7 Years,9,52,3
539,Penelope Four Grain Barrel Strength Bourbon,58.30,NAS,42,254,3
540,Balmenach 15yr SMWS 48.110 “Sooooternes”,56.60,15 Years,135,289,9
541,Penelope Four Grain Bourbon,40.00,NAS,42,254,3
542,Pursuit Series Episode 025,52.00,4 Years,20,265,3
543,Craigellachie 8yr SMWS 44.117 “Happiness is a Warm Bung”,68.50,8 Years,134,289,9
544,Pursuit Series Episode 024,59.55,15 Years,17,265,3
545,Evan Williams Single Barrel,43.30,7 Years,28,152,3
546,Jack Daniel’s Single Barrel Barrel Proof Gooses Lightning Selection,66.15,5 Years,33,175,3
547,Pinhook Bourbon Bohemian,57.25,2 Years,11,69,3
548,Pappy Van Winkle 20yr,45.20,20 Years,9,52,3
549,Pinhook Rye’d On,48.50,2 Years,11,69,8
550,Clynelish 23yr Single Cask Nation,52.40,23 Years,136,285,9
551,Chattanooga Whiskey 111,55.50,2 Years,13,73,3
552,Van Winkle Family Reserve 13yr Rye 2015,47.80,13 Years,9,52,8
553,Wild Turkey Rare Breed Rye,56.10,NAS,64,354,8
554,Buffalo Trace Antique Collection: Sazerac 18yr Rye 2015,45.00,18 Years,9,52,8
555,Chattanooga Barrel C – Barrel #170210188,59.41,3 Years,13,73,3
556,Pappy Van Winkle 23yr,47.80,23 Years,9,52,3
557,Chattanooga Barrel B – Barrel #170210001,59.10,35 Months,13,73,3
558,Chattanooga Barrel A – Barrel #170210077,58.59,35 Months,13,73,3
559,Four Roses OESO Private Selection,52.10,9 Years 2 Months,22,123,3
560,Four Roses OESF Private Selection Twin Liquors Selection,52.40,9 Years 8 Months,22,123,3
561,Grangestone 12yr Scotch Whiskey,40.00,12 Years,60,145,9
562,Four Roses OBSO Private Selection Unknown Selection,55.60,Unknown,22,123,3
563,Four Roses OBSF Private Selection Unknown Selection,54.80,9 Years 2 Months,22,123,3
564,Four Roses OBSQ Private Selection Twin Liquors Selection,57.70,8 Years 7 Months,22,123,3
565,Arran 13yr Single Cask Nation 2001,55.90,13 Years,3,285,9
566,Four Roses OESQ Private Selection Twin Liquors Selection,52.50,10 Years 3 Months,22,123,3
567,Four Roses OBSV Private Selection Carothers Wine and Spirits Selection,62.60,8 Years 7 Months,22,123,3
568,Four Roses OESV Private Selection 107 Liquors Selection,56.10,10 Years 3 Months,22,123,3
569,Greenbar Slow Hand Single Malt Whiskey,42.00,NAS,137,149,1
570,Chattanooga Whiskey New Make Spirit,57.50,NA,13,73,3
571,Four Roses OESK Private Selection Gordons Selection,59.70,10 Years 4 Months,22,123,3
572,Four Roses OESK Private Selection Unknown Selection,57.20,Unknown,22,123,3
573,St. George Baller Single Malt Whiskey,47.00,NAS,138,297,1
574,Knob Creek Single Barrel Reserve Gallenstein Selection,60.00,15 Years,5,27,3
575,Four Roses OBSK Private Selection Unknown Selection,59.00,8 Years 9 Months,22,123,3
576,Glenturret 29yr Signatory Vintage 1989,44.90,29 Years,133,283,9
577,Balcones Brujeria,62.90,NAS,139,20,3
578,Ardbeg Blaaack Committee Release,50.70,NAS,121,13,9
579,Milk and Honey 2yr Single Cask Nation 2017 Jamaican Rum Barrel #0185,61.30,2 Years,140,285,11
580,Laphroaig 8yr Scotch Universe 2011 Io III,57.80,8 Years,37,279,9
581,Barrell Craft Spirits 14yr Single Barrel V220 Rye Bourbon Street Wine and Spirits Selection,73.06,14 Years,60,23,8
582,Glen Scotia 13yr SMWS 93.114 “Barbecue in Fishnets”,59.00,13 Years,141,289,9
583,Old Fitzgerald 13yr Bottled in Bond 2005,50.00,13 Years,28,152,3
584,Bunnahabhain 10yr Signatory Vintage 2005 #579,57.80,10 Years,91,283,9
585,Whistle Pig 10yr Single Cask Cask Strength Rye Karma Selection,54.60,13 Years,42,350,8
586,Ledaig 13yr SMWS 42.45 “Cocktails on a Tugboat”,62.00,13 Years,56,289,9
587,Bourbon Street Wine and Spirits Barrel Bandit Batch 1 Release,55.00,4 Years,42,42,3
588,Glenrothes 14yr Single Cask #5578,56.80,14 Years,142,140,9
589,Croftengea 15yr SMWS 122.22 “Smoulder and Solder”,54.70,15 Years,143,289,9
590,Little Book Chapter 2: Noe Simple Task,59.40,8 Years,5,27,11
591,Woodford Reserve Whiskey Magic The Gathering of the Barrels Rays Wine and Spirits Selection,45.20,NAS,74,48,3
592,Glenfarclas 15yr 2004 The Family Cask #2383,59.50,15 Years,144,134,9
593,Eagle Rare 10yr Bourbon Street Wine and Spirits Selection,45.00,10 Years,9,52,3
594,Whistle Pig 10yr Single Cask Cask Strength Rye Central Florida Bourbon Pickers “Year of the Pig” Selection,57.35,13 Years 5 Months,42,350,8
595,Arran Sherry Cask “The Bodega”,55.80,NAS,3,15,9
596,Brenne French Single Malt Whiskey,40.00,NAS,145,45,11
597,Edradour 12yr Caledonia,46.00,12 Years,19,109,9
598,Parkers Heritage Collection Release #13 – 8yr Heavy Char Rye,52.50,8 Years,28,152,8
599,Glen Garioch 15yr Renaissance,51.90,15 Years,146,126,9
600,Old Weller Antique Fine Wine and Good Spirits Selection,53.50,NAS,9,52,3
601,Blackadder Red Snake Cask #49,61.10,NAS,60,37,9
602,Pursuit Series Episode 023,55.35,15 Years,17,266,3
603,Blackadder Red Snake Cask #50,59.80,NAS,60,37,9
604,Pursuit Series Episode 022,51.15,10 Years,17,266,3
605,Pursuit Series Episode 019,56.00,10 Years,17,266,3
606,Bruichladdich Octomore 8.2,58.40,8 Years,8,51,9
607,Russell’s Reserve Single Barrel Bourbon “One and a Century”,55.00,NAS,64,354,3
608,Laphroaig “PX I Love You”,55.40,14 Years,37,206,9
609,Elijah Craig Small Batch Tippins Selection,47.00,NAS,28,152,3
610,Glen Grant 23yr Subtle Spirits 1996,52.40,23 Years,147,8,9
611,Elijah Craig Small Batch Raleigh Bourbon and Banter Selection,47.00,10 Years,28,152,3
612,Bunnahabhain 10yr Blackadder,61.40,10 Years,91,37,9
613,Elijah Craig Small Batch Cedar Hills Beaverton Selection,47.00,NAS,28,152,3
614,Ballechin 11yr The Ultimate Whisky Company 2007,60.00,11 Years,19,322,9
615,Pursuit Series Episode 018,51.80,4 Years,148,266,8
616,1995 Mortlach 22 Year Old Faultline First Fill Sherry Butt Cask Strength,53.30,22 Years,149,202,9
617,Pursuit Series Episode 012,49.35,10 Years,17,266,3
618,Compass Box Great King Street Single Marrying Cask NY State Edition,49.00,NAS,62,85,9
619,Pursuit Series Episode 017,65.25,6 Years,65,266,3
620,Heart of Mystic Single Barrel Bourbon #20,58.20,NAS,150,228,3
621,Compass Box Great King Street Single Marrying Cask Unholy Triumvirate Cask #31,49.00,NAS,62,85,9
622,Pursuit Series Episode 013,56.75,14 Years,17,266,3
623,Coleraine Irish Whisky,40.00,NAS,151,84,11
624,Compass Box Great King Street Single Marrying Cask Unholy Triumvirate Cask #68,49.00,NAS,62,85,9
625,Colonel E.H Taylor Amaranth Grain of the Gods,50.00,NAS,9,52,3
626,Compass Box Great King Street Single Marrying Cask Unholy Triumvirate Cask #10,49.00,NAS,62,85,9
627,Elijah Craig Rye,47.00,NAS,28,152,8
628,Compass Box Great King Street Single Marrying Cask Unholy Triumvirate Cask #1,49.00,NAS,62,85,9
629,Old Forester Birthday Bourbon 2019,52.50,11 Years,74,48,3
630,Elijah Craig 12yr Barrel Proof Batch C919,68.40,12 Years,28,152,3
631,Laphroaig 16yr Limited Release,48.00,16 Years,37,206,9
632,W.B. Saffell,53.50,NAS,64,62,3
633,Woodford Reserve Distillery Select Barrel Finished Rye,45.20,NAS,74,48,3
634,Elijah Craig 12yr Barrel Proof Batch B519,61.60,12 Years,28,152,3
635,Ledaig 12yr The Whiskey Exchange 10th Anniversary,58.40,12 Years,56,327,9
636,Belle Meade Cask Strength Reserve,57.90,NAS,42,231,3
637,Maker’s Mark RC6,54.10,NAS,40,217,3
638,Lagavulin 18yr Feis Isles 2018,53.90,18 Years,36,205,9
639,Spey Royal Dusty Blended Scotch Whiskey,43.00,8 Years,62,292,9
640,Pappy Van Winkle 15yr,53.50,15 Years,9,52,3
641,Glenallachie 7yr SMWS 107.16 “Truly a Fairy Tale”,67.00,7 Years,23,289,9
642,Pursuit Series Episode 008,51.90,10 Years,17,266,3
643,Glenlossie 11yr SMWS 46.76 “Fully Loaded Lemon”,58.30,11 Years,152,289,9
644,Pursuit Series Episode 004,50.00,9 Years,17,266,3
645,Cao lla 11yr SMWS 53.297 “Stampede of Peat”,58.00,11 Years,153,289,9
646,Wild Turkey Masters Keep Cornerstone Rye,54.50,NAS,64,354,8
647,Bunnahabhain 11yr SMWS 10.175 “Pork Scratching Eau de Vie”,61.00,11 Years,91,289,9
648,Stagg Jr. Batch 11,63.95,NAS,9,52,3
649,GlenDronach 12yr SMWS 96.27 “Furtive Scone Pesterer”,58.50,12 Years,154,289,9
650,Stagg Jr. Batch 6,66.25,NAS,9,52,3
651,Dalmore 11yr SMWS 13.75 “Briny Dancer”,59.10,11 Years,155,289,9
652,Deadwood Rye,41.50,2 Years,62,263,8
653,Blair Athol 8 yr SMWS 68.28 “Monkberry Moon Delight”,58.10,8 Years,156,289,9
654,Glen Ord 9yr SMWS 77.57 “Down in the Old Wax Mines”,59.10,9 Years,128,289,9
655,Stagg Jr. Batch 12,66.15,NAS,9,52,3
656,J. Mattingly LEX Redeye,55.00,NAS,60,173,3
657,Benrinnes 23yr,58.80,23 Years,110,32,9
658,Stagg Jr. Batch 10,63.20,NAS,9,52,3
659,Braeval 8yr SMWS 113.22 “Cream of the Crop”,63.00,8 Years,157,289,9
660,Stagg Jr. Batch 13,64.20,NAS,9,52,3
661,Glenallachie 7yr SMWS 107.17 “Kissing a Rainbow”,62.30,7 Years,23,289,9
662,Four Roses Small Batch Limited Edition 2019,56.30,11 Years,22,123,3
663,Glenfarclas 21yr Cask Strength Japan Export Batch 2,54.50,21 Years,144,134,9
664,J. Mattingly White Elephant 69% ABV,69.00,12 Years,42,173,3
665,Glen Scotia 8yr SMWS 93.115 “Seafood Cycles”,61.20,8 Years,141,289,9
666,Bunnahabhain 12yr Signatory Vintage 2007,58.50,12 Years,91,283,9
667,Mad River Hopscotch,46.00,NAS,158,216,1
668,Bully Boy Private Cask Batch 6,46.00,NAS,159,56,1
669,Glentauchers 9yr Cadenheads 2009,57.80,9 Years,160,60,9
670,Laphroaig 25yr (2017 Release),48.90,25 Years,37,206,9
671,Clynelish Game of Thrones Edition,50.50,NAS,136,83,9
672,Brora 19yr Signatory Vintage 1981,43.00,19 Years,161,283,9
673,The Naked Grouse,43.00,NAS,62,229,9
674,Knob Creek Single Barrel Reserve 15yr Barrel Seekers First Selection,60.00,15 Years,5,27,3
675,Four Roses OBSQ Private Selection Gift Shop Brent Elliot Selection,57.50,11 Years 5 Months,22,123,3
676,High West Midwinters Night Dram Act 7,49.30,NAS,62,157,8
677,Buffalo Trace Wheated Mash White Dog,57.50,NA,9,52,3
678,High West Midwinters Night Dram Act 6 Scene 6,49.30,NAS,62,157,8
679,High West Midwinters Night Dram Act 5 Scene 4,49.30,NAS,62,157,8
680,Peerless Single Barrel Bourbon,54.55,NAS,162,252,3
681,Peerless Single Barrel Rye,54.40,3 Years,162,252,8
682,Old Weller Antique Old Oaks Cigars & Liquors Selection,53.50,NAS,9,52,3
683,Glenturret 7yr Scotch Universe 2010 Hydra II,63.20,7 Years,133,279,9
684,Caol Ila 12yr Scotch Universe 2007 Callisto VIII,57.40,12 Years,153,279,9
685,Aultmore 10yr Scotch Universe 2008 Antares II,55.40,10 Years,163,279,9
686,Glenlivet 12yr Signatory Vintage 2006,60.90,12 Years,26,283,9
687,Ledaig 13yr Single Cask Nation 2005,57.10,13 Years,56,285,9
688,Macallan 12yr Signatory Vintage 2007 KLWines Selection,63.40,12 Years,39,283,9
689,Bruichladdich 2007 Micro Provenance PX,58.10,10 Years,8,50,9
690,Bruichladdich 2002 Micro Provenance Oloroso,60.40,15 Years,8,50,9
691,Ledaig 16yr Gordon & MacPhail 1999,46.00,16 Years,56,142,9
692,Glen Scotia 21yr Gordon & MacPhail,43.00,21 Years,141,142,9
693,Glen Grant 25yr Gordon MacPhail 1989,43.00,25 Years,147,143,9
694,Craigellachie 11yr Gordon & MacPhail Connoisseurs Choice 1997,43.00,11 Years,134,143,9
695,Macallan 15yr A.D Rattray 1997 Bourbon Cask,54.30,15 Years,39,2,9
696,Glenlivet XXV,43.00,25 Years,26,138,9
697,Clynelish 20yr Signatory Vintage 1990 Binnys Selection,56.30,20 Years,136,283,9
698,Tomatin 15yr Oloroso Cask Finish Liquor Barn Selection,53.90,15 Years,164,331,9
699,Compass Box Great King Street Single Marrying Cask The Party Source Selection,49.00,NAS,62,85,9
700,Four Roses OESK Private Selection Steves Liquor Selection,55.80,11 Years 8 Months,22,123,3
701,Bruichladdich 26yr Signatory Vintage 1990,56.00,26 Years,8,283,9
702,Bowmore 23yr A.D. Rattray 1989 Sherry Hogshead 53.1% ABV,53.10,23 Years,165,2,9
703,Bunnahabhain 20yr A.D. Rattray 1991 Sherry Cask,53.00,20 Years,91,2,9
704,Elijah Craig 12yr Barrel Proof Batch 11,69.70,12 Years,28,152,3
705,Ardbeg Drum Committee Release,52.00,NAS,121,13,9
706,Glenrothes 40yr Gordon & MacPhail 1973 First Fill Sherry,43.00,40 Years,142,143,9
707,Bowmore 20yr Adelphi 1997 Cask #2414,56.30,20 Years,165,5,9
708,Ledaig 12yr “Present Future”,58.40,12 Years,56,327,9
709,Edradour 9yr The Ultimate 2009 Cask Strength First Fill Sherry Cask #45,58.00,9 Years,19,322,9
710,The Glenlivet 11yr Signatory Vintage 2007 #900552,63.50,11 Years,26,283,9
711,Ben Nevis 13yr Hidden Spirits 2006 The Whiskey Exchange Selection,55.30,13 Years,166,156,9
712,Tamdhu 22yr Cadenheads 1991,56.00,22 Years,54,60,9
713,Old Pulteney 11yr Cadenheads 2006,55.80,11 Years,46,60,9
714,Glen Scotia 16yr,46.00,16 Years,141,129,9
715,Ledaig 10yr Single Cask Seasons 2014 “Winter”,60.60,10 Years,56,286,9
716,Willett Single Barrel Bourbon Roksey,61.30,6 Years,65,356,3
717,Ben Nevis 27yr Le Gus’t 1990 WhiskyBase 12yr Sherry 15yr Port Pipe,58.90,27 Years,166,208,9
718,Four Roses OESV Private Selection The Exclusive Society Selection “Cage #Brown Brown”,58.30,9 Years,22,123,3
719,GlenDronach 15yr Revival 2018,46.00,15 Years,77,133,9
720,Smooth Ambler Old Scout 11yr Single Barrel,43.80,11 Years,42,288,3
721,Glendronach 15yr Revival 2015,46.00,15 Years,77,133,9
722,Edradour 13 Year Old 2005 Sherry (Cask #144) – Signatory Ibisco Decanter,66.30,13 Years,19,283,9
723,Elijah Craig Barrel Select Gift Shop Bourbon “Grenade”,62.50,NAS,28,152,3
724,Campeltown Blend Cadenheads PBS,57.50,NAS,62,60,9
725,High West Double Rye Select Manhattan Finish Big Red Liquors Selection,50.90,NAS,62,157,8
726,Mortlach 19yr Gordon & MacPhail 1994 Cask #8172,58.40,19 Years,149,143,9
727,Laphroaig 16yr Signatory Vintage 1998,46.00,16 Years,37,283,9
728,Woodford Reserve Batch Proof 2018,62.90,NAS,74,48,3
729,Bruichladdich HB 27yr 1990,49.50,27 Years,8,50,9
730,Midleton Barry Crockett Legacy,46.00,NAS,43,225,11
731,Benrinnes 17yr Gordon MacPhail Connoisseurs Choice 2001,54.00,17 Years,110,143,9
732,Deanston 9yr 2008 Red Wine Cask Matured,58.70,9 Years,167,95,9
733,Amrut Cask Strength,61.80,NAS,168,10,11
734,Bowmore 9 Year Old Sherry Cask,40.00,9 Years,165,44,9
735,Compass Box The Spice Tree,46.00,NAS,62,85,9
736,Compass Box The Story of the Spaniard,43.00,NAS,62,85,9
737,Maker’s Mark Private Selection Emporium Kitchen and Wine Selection,55.75,NAS,40,217,3
738,Compass Box Peat Monster,46.00,NAS,62,85,9
739,Blaum Bros Oldfangled Knotter 12yr Bourbon,58.60,12 Years,42,39,3
740,Glenturret 12yr Old Particular,62.30,12 Years,133,102,9
741,Elijah Craig 12yr Barrel Proof Batch A119,67.60,12 Years,28,152,3
742,Talisker Distiller’s Edition 2007-2017,45.80,10 Years,53,308,9
743,Highland Park 19yr Duncan Taylor 1999 Dimensions Series Release,53.70,19 Years,29,107,9
744,Glenrothes Peated Cask Reserve,40.00,NAS,142,140,9
745,Buffalo Trace Rileys Wines of the World Selection,45.00,NAS,9,52,3
746,Jura Seven Wood,42.00,NAS,169,188,9
747,Bowmore 12yr The Exclusive Malts 2001,58.40,12 Years,165,318,9
748,Amrut 7yr Single Cask #4133,60.00,7 Years,168,10,6
749,Linkwood 19yr Signatory Vintage 1997 Bounty Hunter Selection 7548,56.50,19 Years,170,283,9
750,Jack Daniel’s Angel’s Share 107pf,53.50,NAS,33,174,3
751,Barrell Craft Spirits 15yr Bourbon,52.55,15 Years,17,23,3
752,Talisker 8yr Old Particular,59.50,8 Years,53,102,9
753,Mannochmore 10yr SMWS 64.108 – Something for the Weekend,61.00,10 Years,171,289,9
754,Old Forester Bourbon 1990 Japanese Market,43.00,NAS,172,245,3
755,Jefferson’s Reserve Pritchard Hill Cabernet Total Wine Selection A-204,45.10,NAS,60,181,3
756,Aultmore 9yr Chapter 7,62.20,9 Years,163,71,9
757,The John Milroy Selection Staoisha 3yr,56.00,3 Years,91,34,9
758,Laphroaig 11yr Malts of Scotland Sherry Cask,53.10,11 Years,37,220,9
759,Four Roses Small Batch Limited Edition 130th Anniversary,54.20,10 Years,22,123,3
760,Laphroaig 18yr Malts of Scotland Sherry Hogshead Cask 18001,51.80,18 Years,37,220,9
761,Bruichladdich 11 Yr Micro Provenance Rivesaltes,62.80,11 Years,8,50,9
762,Single Cask Nation Blended Malt 12 Yr FF Sherry,59.60,12 Years,60,285,9
763,Glen Garioch 15yr Sherry Cask Matured,53.70,15 Years,146,126,9
764,Macallan Classic Cut 2018 Edition,51.20,NAS,39,215,9
765,Tomatin 18,46.00,18 Years,164,331,9
766,Tomatin 15,43.00,15 Years,164,331,9
767,Tomatin 12,43.00,12 Years,164,331,9
768,Old Pulteney 13yr 2004 Single Cask,55.20,13 Years,46,250,9
769,Old Pulteney 21y “Macphail’s Collection” Gordon & MacPhail,43.00,21 Years,46,142,9
770,Deanston 9yr 2008 Brandy Cask Finish,56.40,9 Years,167,95,9
771,Benrinnes 19yr Old Malt Cask Single Cask 1997,50.00,19 Years,110,249,9
772,Balblair 21yr “MacPhail’s Collection” Gordon & MacPhail,43.00,21 Years,173,142,9
773,Tamdhu 20yr Old Malt Cask 1998,56.70,20 Years,54,249,9
774,Ardmore 21yr Old Malt Cask,49.70,21 Years,2,14,9
